פרטי ניירות ערך - מניות,,,,,,,,,,,,,,,,,,,,,,
נכון ל- 19/05/2024,,,,,,,,,,,,,,,,,,,,,,
מס' ני''ע,ISIN,שם (עברית),שם (אנגלית),סימול (עברית),סימול (אנגלית),"סוג ני""ע (עברית)","סוג ני""ע (אנגלית)",ענף על חברה (עברית),ענף על חברה (אנגלית),ענף חברה (עברית),ענף חברה (אנגלית),תת ענף חברה (עברית),תת ענף חברה (אנגלית),נכלל במדדים (עברית),נכלל במדדים (אנגלית),מספר תאגיד,מספר מנפיק,שם חברה מנפיקה (עברית),שם חברה מנפיקה (אנגלית),מקום התאגדות (עברית),מקום התאגדות (אנגלית),Email
474015,IL0004740150,אלביט מדקל טכ-ש,ELBIT MEDITEC-M,אלמדט-ש,EMTC-M,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,חברות ללא פעילות ומעטפת,Inactive & Shell Companies,,,520039645,474,אלביט טכנ-ש,ELBIT TECH-M,ישראל,Israel,tsipi@elbitimaging.com
1081124,IL0010811243,אלביט מערכות,ELBIT SYSTEMS,אלבמע,ESLT,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,ביטחוניות,Defence,"ת''א-35 ,ת''א-125 ,מדד ת''א-מעלה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-תעשייה ,ת''א-125 אקלים נקי ,ת''א-דואליות","TA-35 ,TA-125 ,TA-Maala Index ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA Sector-Balance ,TA-Industrials ,TA-125 Fossil Free ,TA-Dual listing",520043027,1040,אלביט מערכות,ELBIT SYSTEMS,ישראל,Israel,elena.yagiyaev@elbitsystems.com
1099654,IL0010996549,אלוט,ALLOT,אלוט,ALLT,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-דואליות","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-Dual listing",512394776,2252,אלוט,ALLOT,ישראל,Israel,legal@allot.com
1181643,IL0011816431,אלומה תשתיות,ALUMA INFRASTR',אלומה,ALUMA,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,,,516214871,1978,אלומה,ALUMA,ישראל,Israel,office@aii.co.il
1082635,IL0010826357,אלומיי,ELLOMAY,אלומ,ELLO,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,אנרגיה מתחדשת,Renewable Energy,"ת''א-SME60 ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-SME150 ,ת''א-תשתיות אנרגיה ,ת''א-קלינטק ,ת''א-דואליות","TA-SME60 ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-SME150 ,TA-Energy Utilities ,TA-Cleantech ,TA-Dual listing",520039868,2101,אלומיי קפיטל,ELLOMAY CAPITAL,ישראל,Israel,kaliaw@ellomay.com
390013,IL0003900136,אלוני חץ,ALONY HETZ,אלחץ,ALHE,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,מדד ת''א-מעלה ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-מניב ישראל ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,TA-Maala Index ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Investment Properties in Israel ,TA-125 Fossil Free",520038506,390,אלוני חץ,ALONY HETZ,ישראל,Israel,office@alony-hetz.com
1184936,IL0011849366,אלטשולר שחם פנ,ALTSHULER FIN,אלטפ,ALTF,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,שרותים פיננסיים,Financial Services,"ת''א-SME60 ,מדד ת''א-פיננסים ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון ,ת''א-SME150","TA-SME60 ,TA-Finance Index ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon ,TA-SME150",516508603,2367,אלטשולר שחם פנ,ALTSHULER FINA,ישראל,Israel,osnat@altshul.co.il
1168962,IL0011689622,אלמדה יהש,ALMEDA      PU,אמדה,AMDA,יחידת השתתפות,Participating unit,הייטק,High-Tech,ביומד,Biomed,השקעות במדעי החיים,Investments In Life Science,,,540296795,1814,אלמדה ונצ'רס,ALMEDA VENTURES,ישראל,Israel,irit@almedaventures.com
1136829,IL0011368292,אלמוגים,ALMOGIM,אלמה,ALMA,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-בנייה","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Construction",513988824,1553,אלמוגים החזקות,ALMOGIM HOLDING,ישראל,Israel,info@almogim.co.il
1142454,IL0011424541,אלמור חשמל,ELMOR,אלמר,ELMR,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,חשמל,Electrical,"ת''א-צמיחה ,ת''א All-Share ,ת''א-תעשייה","TA-Growth ,TA-AllShare ,TA-Industrials",511164907,1704,אלמור חשמל,ELMOR ELECTRIC,ישראל,Israel,gal@el-mor.co.il
1090364,IL0010903644,אלספק,ELSPEC,אלספק,ELSPC,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,חשמל,Electrical,"ת''א-צמיחה ,ת''א All-Share ,ת''א-תעשייה","TA-Growth ,TA-AllShare ,TA-Industrials",511297541,1194,אלספק,ELSPEC,ישראל,Israel,hararyr@zahav.net.il
694034,IL0006940345,אלקו,ELCO,אלקו,ELCO,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"ת''א-90 ,ת''א-125 ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-פמילי","TA-90 ,TA-125 ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Family",520025370,694,אלקו,ELCO,ישראל,Israel,corpsecretary@elco.co.il
739037,IL0007390375,אלקטרה,ELECTRA,אלקטה,ELTR,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"ת''א-35 ,ת''א-125 ,ת''א All-Share ,ת''א-רימון ,ת''א-125 אקלים נקי","TA-35 ,TA-125 ,TA-AllShare ,TA-Rimon ,TA-125 Fossil Free",520028911,739,אלקטרה,ELECTRA,ישראל,Israel,corpsecretary@electra.co.il
1094044,IL0010940448,אלקטרה נדלן,ELECTRA REAL E.,אלקנד,ELCRE,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-מניב חו''ל ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Investment Properties Abroad ,TA-125 Fossil Free",510607328,1264,אלקטרה נדל''ן,ELECTRA REAL E.,ישראל,Israel,corpsecretary@ere.co.il
1166917,IL0011669178,אלקטרה פאוור,ELECTRA POWER,אלקפ,ELCP,מניה רגילה,Ordinary Share,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,"ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-תשתיות אנרגיה","TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Energy Utilities",516077989,1804,אלקטרה פאוור,ELECTRA POWER,ישראל,Israel,energy@electra-power.co.il
5010129,IL0050101299,אלקטרה צריכה,ELECTRA CO  PR,אמצ,ECP,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,רשתות שיווק,Retail,"ת''א-90 ,ת''א-125 ,מדד ת''א-מעלה ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי ,ת''א-רשתות שיווק","TA-90 ,TA-125 ,TA-Maala Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-125 Fossil Free ,TA-Retail",520039967,501,אלקטרה צריכה,ELECTRA CONSUME,ישראל,Israel,corpsecretary@ecp.co.il
368019,IL0003680191,אלקטריאון,ELECTREON,אלוס,ELWS,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,קלינטק,Cleantech,"ת''א-90 ,ת''א-125 ,מדד ת''א-מעלה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-תעשייה ,ת''א-תשתיות אנרגיה ,ת''א-קלינטק","TA-90 ,TA-125 ,TA-Maala Index ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Industrials ,TA-Energy Utilities ,TA-Cleantech",520038126,368,אלקטריאון וירלס,ELECTREON WIRE,ישראל,Israel,barak.d@electreon.com
387019,IL0003870198,אלרוב נדלן,ALROV PROPERT,אלרנד,ALRPR,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,,,520038894,387,אלרוב נדל''ן,ALROV PROPERT,ישראל,Israel,info@alrov.co.il
749077,IL0007490779,אלרון,ELRON,אלרון,ELRN,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,השקעות בהייטק,Investments In High-Tech,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon",520028036,749,אלרון,ELRON,ישראל,Israel,info@elron.com
1097278,IL0010972789,אמות,AMOT,אמות,AMOT,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-35 ,ת''א-125 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-מניב ישראל ,ת''א-125 אקלים נקי","TA-35 ,TA-125 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA Sector-Balance ,TA-Investment Properties in Israel ,TA-125 Fossil Free",520026683,1328,אמות,AMOT,ישראל,Israel,osnatg@amot.co.il
589010,IL0005890103,אמיליה פיתוח,EMILIA DEVEL,אמפת,EMDV,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"ת''א-צמיחה ,ת''א All-Share","TA-Growth ,TA-AllShare",520014846,589,אמיליה פיתוח,EMILIA DEVELOPM,ישראל,Israel,kabalae@emilia.co.il
654012,IL0006540129,אמנת,AMANET,אמנת,AMAN,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"ת''א-צמיחה ,ת''א All-Share","TA-Growth ,TA-AllShare",520040833,654,אמנת,AMANET,ישראל,Israel,amanet@amanet.co.il
382010,IL0003820102,אמת,E&M,אמת,EMCO,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,שרותי מידע,IT Services,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א תקשורת וטכנולוגיות מידע ,ת''א טק - עילית ,ת''א-רימון","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA-Communication & InformationTechnology ,TA Tech - Elite ,TA-Rimon",520038514,382,אמת,E&M,ישראל,Israel,capitalmarket@emet.co.il
180018,IL0001800189,אנגל שלמה,ANGEL SALOMON,אנגלש,ANGL,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,מזון,Food,"ת''א-צמיחה ,ת''א All-Share ,ת''א-תעשייה","TA-Growth ,TA-AllShare ,TA-Industrials",520035130,180,אנגל שלמה,ANGEL SALOMON,ישראל,Israel,info@angel.co.il
1101021,IL0011010217,אנדימד,ENDYMED,אנדי,ENDY,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,מכשור רפואי,Medical Devices,,,513487629,1391,אנדימד,ENDYMED,ישראל,Israel,rami@endymed.com
1175819,IL0011758195,אנויז'ן-ס,ENVIZION-L,אנומ-ס,ENVM-L,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,מכשור רפואי,Medical Devices,,,515724706,1863,אנויז'ן מדיקל,ENVIZION,ישראל,Israel,info@envizionmed.com
1158997,IL0011319527,אנלייבקס,ENLIVEX,אנלב,ENLV,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,ביוטכנולוגיה,Biotechnology,"מדד ת''א-ביומד ,ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,ת''א טק - עילית ,ת''א-רימון ,ת''א-דואליות","TA-Biomed Index ,TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA Tech - Elite ,TA-Rimon ,TA-Dual listing",514716489,1780,אנלייבקס,ENLIVEX,ישראל,Israel,shachar@enlivexpharm.com
720011,IL0007200111,אנלייט אנרגיה,ENLIGHT ENERGY,אנלט,ENLT,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,אנרגיה מתחדשת,Renewable Energy,"ת''א-35 ,ת''א-125 ,מדד ת''א-מעלה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-תעשייה ,ת''א-תשתיות אנרגיה ,ת''א-קלינטק ,ת''א-125 אקלים נקי ,ת''א-דואליות","TA-35 ,TA-125 ,TA-Maala Index ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA Sector-Balance ,TA-Industrials ,TA-Energy Utilities ,TA-Cleantech ,TA-125 Fossil Free ,TA-Dual listing",520041146,720,אנלייט אנרגיה,ENLIGHT ENERGY,ישראל,Israel,gilad@enlightenergy.co.il
1080613,IL0010806136,אנליסט,ANALYST,אנלסט,ANLT,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,שרותים פיננסיים,Financial Services,"מדד ת''א-פיננסים ,ת''א-צמיחה ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון","TA-Finance Index ,TA-Growth ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon",520041963,1008,אנליסט,ANALYST,ישראל,Israel,analyst@analyst.co.il
1155290,GB00BG12Y042,אנרג'יאן,ENERGEAN,אנאג,ENOG,מניה רגילה,Ordinary Share,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,חיפושי נפט וגז,Oil & Gas Exploration,"ת''א-35 ,ת''א-125 ,מדד ת''א-מעלה ,מדד תל-דיב ,ת''א All-Share ,מדד ת''א-נפט וגז ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-דואליות","TA-35 ,TA-125 ,TA-Maala Index ,Tel-Div Index ,TA-AllShare ,TA Oil & Gas Index ,TA-Rimon ,TA Sector-Balance ,TA-Dual listing",,1762,אנרג'יאן,ENERGEAN,אנגליה,England,cosec@energean.com
1172071,IL0011720716,אנרג'ין,NRGENE,אנגנ,NRGN,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,,,514240779,1839,אנרג'ין טכנו,NRGENE TECH,ישראל,Israel,corporate.secretary@nrgene.com
1123355,IL0011233553,אנרג'יקס,ENERGIX,אנרג,ENRG,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,אנרגיה מתחדשת,Renewable Energy,"ת''א-35 ,ת''א-125 ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-תעשייה ,ת''א-תשתיות אנרגיה ,ת''א-קלינטק ,ת''א-125 אקלים נקי","TA-35 ,TA-125 ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA Sector-Balance ,TA-Industrials ,TA-Energy Utilities ,TA-Cleantech ,TA-125 Fossil Free",513901371,1581,אנרג'יקס,ENERGIX,ישראל,Israel,sharon@energix-group.com
422014,IL0004220146,אסאר אקורד,S.R ACCORD,אסאק,SRAC,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,"מדד ת''א-פיננסים ,ת''א-צמיחה ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון","TA-Finance Index ,TA-Growth ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon",520038670,422,אס.אר אקורד,S.R ACCORD,ישראל,Israel,gil@sr-accord.com
550012,IL0005500124,אסטיגי,STG,סטג,STG,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,מסחר,Commerce,"ת''א-צמיחה ,ת''א All-Share","TA-Growth ,TA-AllShare",520040338,550,אסטיגי,STG,ישראל,Israel,stg@stggroup.co.il
313015,IL0003130155,אספן גרופ,ASPEN GROUP,אסגר,ASGR,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,"ת''א-SME60 ,ת''א-נדל''ן ,מדד ת''א-מעלה ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-מניב חו''ל","TA-SME60 ,TA-RealEstate ,TA-Maala Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Investment Properties Abroad",520037540,313,אספן גרופ,ASPEN GROUP,ישראל,Israel,kerenb@aspen.co.il
1082114,IL0010821143,אפולו פאוור,APOLLO POWER,אפלפ,APLP,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,קלינטק,Cleantech,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-תשתיות אנרגיה ,ת''א-קלינטק","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-Energy Utilities ,TA-Cleantech",520043928,1074,אפולו פאוור,APOLLO POWER,ישראל,Israel,info@apollo-power.com
1091354,IL0010913544,אפי נכסים,AFI PROPERTIES,אפנכ,AFPR,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-מניב חו''ל","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Investment Properties Abroad",510560188,1172,אפי נכסים,AFI PROPERTIES,ישראל,Israel,eranf@afi.global
1181437,IL0011814378,אפי קפיטל,EFFI CAP,אפקפ,EFCP,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,513948216,1979,אפי קפיטל נדל''ן,EFFI CAP NADLAN,ישראל,Israel,info@efficapital.com
1182591,IL0011825911,אפיטומי מדיקל,EPITOMEE MED,אפיט,EPIT,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,מכשור רפואי,Medical Devices,"מדד ת''א-ביומד ,ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,ת''א טק - עילית","TA-Biomed Index ,TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA Tech - Elite",513721803,1998,אפיטומי,EPITOMEE,ישראל,Israel,office@epitomeemedical.com
456012,IL0004560129,אפסלון ברנדס,UPSELLON BRANDS,אפסל,UPSL,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,,,520038878,456,אפסלון ברנדס,UPSELLON BRANDS,ישראל,Israel,finance@upsellon.com
578013,IL0005780130,אפקון החזקות,AFCON HOLD,אפהח,AFHL,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"ת''א-SME60 ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150","TA-SME60 ,TA-AllShare ,TA-Rimon ,TA-SME150",520033473,578,אפקון החזקות,AFCON HOLDINGS,ישראל,Israel,gilb@afcon.co.il
1097948,IL0010979487,אפריקה מגורים,AFRICA RESIDENC,אפמג,AFRE,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-בנייה ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Construction ,TA-125 Fossil Free",520034760,1338,אפריקה מגורים,AFRICA RESIDENC,ישראל,Israel,gilc@wblaw.co.il
